,player_name,class_name,matches_played,innings_bowled_in,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,ten_wkts_in_a_match
321,56194,Tests,58,5,30,20,0,-,-,-,4.00,-,0,0,0
322,56194,ODIs,200,2,6,13,0,-,-,-,13.00,-,0,0,0
323,56194,T20Is,75,-,-,-,-,-,-,-,-,-,-,-,-
324,56194,First-class,88,,252,193,0,-,-,-,4.59,-,0,0,0
325,56194,List A,246,,12,19,0,-,-,-,9.50,-,0,0,0
326,56194,T20s,191,2,13,18,0,-,-,-,8.30,-,0,0,0
327,8917,Tests,58,102,10694,6438,177,6/53,10/112,36.37,3.61,60.4,11,5,1
328,8917,ODIs,101,95,4654,4089,84,4/46,4/46,48.67,5.27,55.4,1,0,0
329,8917,T20Is,25,22,362,519,15,2/21,2/21,34.60,8.60,24.1,0,0,0
330,8917,First-class,190,,23091,13569,357,6/29,12/96,38.00,3.52,64.6,15,12,2
331,8917,List A,218,184,7765,6972,159,4/33,4/33,43.84,5.38,48.8,2,0,0
332,8917,T20s,137,112,1967,2499,90,5/34,5/34,27.76,7.62,21.8,0,1,0
333,8608,Tests,148,277,32335,15490,575,7/42,11/71,26.93,2.87,56.2,27,27,3
334,8608,ODIs,194,191,9584,7861,269,5/23,5/23,29.22,4.92,35.6,11,2,0
335,8608,T20Is,19,19,422,552,18,3/23,3/23,30.66,7.84,23.4,0,0,0
336,8608,First-class,245,,49461,23727,950,7/42,,24.97,2.87,52.0,42,47,6
337,8608,List A,261,,12730,10230,358,5/23,5/23,28.57,4.82,35.5,11,2,0
338,8608,T20s,44,44,933,1318,41,3/23,3/23,32.14,8.47,22.7,0,0,0
339,669855,ODIs,12,12,617,495,20,3/27,3/27,24.75,4.81,30.8,0,0,0
340,669855,T20Is,1,1,24,29,2,2/29,2/29,14.50,7.25,12.0,0,0,0
341,669855,First-class,28,54,5953,3071,131,7/67,11/137,23.44,3.09,45.4,10,5,1
342,669855,List A,26,25,1348,1140,41,5/42,5/42,27.80,5.07,32.8,0,1,0
343,669855,T20s,93,90,2042,2670,118,4/18,4/18,22.62,7.84,17.3,1,0,0
344,297433,Tests,63,-,-,-,-,-,-,-,-,-,-,-,-
345,297433,ODIs,72,-,-,-,-,-,-,-,-,-,-,-,-
346,297433,T20Is,30,-,-,-,-,-,-,-,-,-,-,-,-
347,297433,First-class,174,1,6,1,0,-,-,-,1.00,-,0,0,0
348,297433,List A,140,-,-,-,-,-,-,-,-,-,-,-,-
349,297433,T20s,109,-,-,-,-,-,-,-,-,-,-,-,-
350,297628,ODIs,15,-,-,-,-,-,-,-,-,-,-,-,-
351,297628,T20Is,21,-,-,-,-,-,-,-,-,-,-,-,-
352,297628,First-class,64,1,1,4,0,-,-,-,24.00,-,0,0,0
353,297628,List A,91,-,-,-,-,-,-,-,-,-,-,-,-
354,297628,T20s,160,-,-,-,-,-,-,-,-,-,-,-,-
355,10617,Tests,126,231,25737,12698,437,8/15,11/121,29.05,2.96,58.8,16,16,2
356,10617,ODIs,121,121,6109,5364,178,5/23,5/23,30.13,5.26,34.3,9,1,0
357,10617,T20Is,56,55,1173,1491,65,4/24,4/24,22.93,7.62,18.0,1,0,0
358,10617,First-class,209,,39530,20161,729,8/15,,27.65,3.06,54.2,28,28,3
359,10617,List A,151,,7496,6591,216,5/23,5/23,30.51,5.27,34.7,9,1,0
360,10617,T20s,85,83,1788,2144,100,4/24,4/24,21.44,7.19,17.8,1,0,0
361,398778,Tests,6,-,-,-,-,-,-,-,-,-,-,-,-
362,398778,First-class,120,9,186,127,2,1/18,1/18,63.50,4.09,93.0,0,0,0
363,398778,List A,57,-,-,-,-,-,-,-,-,-,-,-,-
364,398778,T20s,40,-,-,-,-,-,-,-,-,-,-,-,-
365,308967,Tests,31,-,-,-,-,-,-,-,-,-,-,-,-
366,308967,ODIs,140,-,-,-,-,-,-,-,-,-,-,-,-
367,308967,T20Is,66,-,-,-,-,-,-,-,-,-,-,-,-
368,308967,First-class,95,1,12,11,0,-,-,-,5.50,-,0,0,0
369,308967,List A,211,-,-,-,-,-,-,-,-,-,-,-,-
370,308967,T20s,249,-,-,-,-,-,-,-,-,-,-,-,-
371,662973,Tests,9,16,893,513,15,4/74,5/92,34.20,3.44,59.5,1,0,0
372,662973,ODIs,2,2,72,90,2,2/44,2/44,45.00,7.50,36.0,0,0,0
373,662973,First-class,54,92,7597,4321,147,7/58,10/101,29.39,3.41,51.6,5,6,1
374,662973,List A,51,48,2292,2129,68,4/32,4/32,31.30,5.57,33.7,1,0,0
375,662973,T20s,56,55,1068,1519,52,4/11,4/11,29.21,8.53,20.5,2,0,0
376,550235,Tests,2,3,396,200,2,1/65,1/82,100.00,3.03,198.0,0,0,0
377,550235,ODIs,17,17,762,805,27,5/35,5/35,29.81,6.33,28.2,1,1,0
378,550235,T20Is,11,11,210,308,12,4/36,4/36,25.66,8.80,17.5,1,0,0
379,550235,First-class,59,95,10341,5613,195,7/20,10/176,28.78,3.25,53.0,13,7,1
380,550235,List A,75,72,3363,3148,119,5/16,5/16,26.45,5.61,28.2,5,3,0
381,550235,T20s,83,82,1671,2348,96,4/35,4/35,24.45,8.43,17.4,2,0,0
382,211855,Tests,3,5,526,298,7,2/34,4/101,42.57,3.39,75.1,0,0,0
383,211855,ODIs,3,2,84,96,3,2/70,2/70,32.00,6.85,28.0,0,0,0
384,211855,T20Is,6,6,120,152,5,3/27,3/27,30.40,7.60,24.0,0,0,0
385,211855,First-class,147,174,13929,6952,199,7/51,8/129,34.93,2.99,69.9,8,3,0
386,211855,List A,160,141,6206,4890,162,6/47,6/47,30.18,4.72,38.3,7,1,0
387,211855,T20s,152,128,2390,2917,110,5/17,5/17,26.51,7.32,21.7,2,1,0
388,12454,Tests,2,2,24,17,0,-,-,-,4.25,-,0,0,0
389,12454,ODIs,13,3,66,60,1,1/24,1/24,60.00,5.45,66.0,0,0,0
390,12454,T20Is,10,5,66,85,7,4/19,4/19,12.14,7.72,9.4,1,0,0
391,12454,First-class,195,,4538,2424,63,4/36,6/114,38.47,3.20,72.0,1,0,0
392,12454,List A,156,,1370,1158,47,4/35,4/35,24.63,5.07,29.1,3,0,0
393,12454,T20s,204,34,481,637,31,4/19,4/19,20.54,7.94,15.5,1,0,0
394,521637,Tests,4,-,-,-,-,-,-,-,-,-,-,-,-
395,521637,ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
396,521637,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
397,521637,First-class,85,7,83,65,1,1/21,1/32,65.00,4.69,83.0,0,0,0
398,521637,List A,73,-,-,-,-,-,-,-,-,-,-,-,-
399,521637,T20s,84,-,-,-,-,-,-,-,-,-,-,-,-
400,364788,Tests,5,-,-,-,-,-,-,-,-,-,-,-,-
401,364788,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
402,364788,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
403,364788,First-class,103,1,6,6,0,-,-,-,6.00,-,0,0,0
404,364788,List A,73,-,-,-,-,-,-,-,-,-,-,-,-
405,364788,T20s,56,-,-,-,-,-,-,-,-,-,-,-,-
406,249866,Tests,11,1,18,2,0,-,-,-,0.66,-,0,0,0
407,249866,ODIs,70,-,-,-,-,-,-,-,-,-,-,-,-
408,249866,T20Is,60,-,-,-,-,-,-,-,-,-,-,-,-
409,249866,First-class,107,8,311,173,3,2/63,2/63,57.66,3.33,103.6,0,0,0
410,249866,List A,175,2,4,10,0,-,-,-,15.00,-,0,0,0
411,249866,T20s,204,2,3,7,0,-,-,-,14.00,-,0,0,0
412,440780,Tests,17,4,73,55,0,-,-,-,4.52,-,0,0,0
413,440780,First-class,126,56,1623,934,29,3/37,4/48,32.20,3.45,55.9,0,0,0
414,440780,List A,68,26,594,614,11,2/19,2/19,55.81,6.20,54.0,0,0,0
415,440780,T20s,43,29,510,628,22,4/37,4/37,28.54,7.38,23.1,1,0,0
416,288992,Tests,8,16,1530,752,21,4/18,7/50,35.80,2.94,72.8,1,0,0
417,288992,ODIs,31,31,1532,1521,43,5/29,5/29,35.37,5.95,35.6,0,1,0
418,288992,T20Is,39,39,832,1197,47,4/6,4/6,25.46,8.63,17.7,2,0,0
419,288992,First-class,111,196,18554,10490,328,7/43,9/58,31.98,3.39,56.5,11,10,0
420,288992,List A,81,79,3712,3543,119,5/28,5/28,29.77,5.72,31.1,1,2,0
421,288992,T20s,149,144,2900,4064,154,4/6,4/6,26.38,8.40,18.8,3,0,0
422,455524,Tests,4,8,1162,498,20,5/83,8/153,24.90,2.57,58.1,1,1,0
423,455524,First-class,78,124,14594,6498,258,8/85,12/102,25.18,2.67,56.5,9,18,3
424,455524,List A,16,16,824,641,21,3/7,3/7,30.52,4.66,39.2,0,0,0
425,236489,Tests,15,5,156,70,0,-,-,-,2.69,-,0,0,0
426,236489,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
427,236489,T20Is,5,1,12,27,1,1/27,1/27,27.00,13.50,12.0,0,0,0
428,236489,First-class,182,131,4021,2413,59,5/61,5/61,40.89,3.60,68.1,2,1,0
429,236489,List A,149,64,1347,1310,40,4/25,4/25,32.75,5.83,33.6,1,0,0
430,236489,T20s,166,48,525,647,23,2/10,2/10,28.13,7.39,22.8,0,0,0
431,24598,Tests,16,-,-,-,-,-,-,-,-,-,-,-,-
432,24598,ODIs,231,-,-,-,-,-,-,-,-,-,-,-,-
433,24598,T20Is,81,-,-,-,-,-,-,-,-,-,-,-,-
434,24598,First-class,102,,120,94,2,2/24,2/24,47.00,4.70,60.0,0,0,0
435,24598,List A,362,,42,49,0,-,-,-,7.00,-,0,0,0
436,24598,T20s,268,-,-,-,-,-,-,-,-,-,-,-,-
437,19264,Tests,13,25,2659,1536,41,5/64,9/176,37.46,3.46,64.8,1,1,0
438,19264,ODIs,87,85,4029,3924,132,5/52,5/52,29.72,5.84,30.5,6,1,0
439,19264,T20Is,22,22,476,627,25,3/21,3/21,25.08,7.90,19.0,0,0,0
440,19264,First-class,156,,23819,14358,453,6/33,,31.69,3.61,52.5,19,11,1
441,19264,List A,213,,9167,8506,280,5/52,5/52,30.37,5.56,32.7,12,1,0
442,19264,T20s,146,140,2782,3723,136,5/31,5/31,27.37,8.02,20.4,1,1,0
443,244497,Tests,19,34,3816,2390,60,5/49,7/178,39.83,3.75,63.6,5,2,0
444,244497,ODIs,97,91,4743,4454,140,5/27,5/27,31.81,5.63,33.8,7,2,0
445,244497,T20Is,37,35,732,895,36,3/11,3/11,24.86,7.33,20.3,0,0,0
446,244497,First-class,175,287,29901,17949,512,7/107,11/114,35.05,3.60,58.4,28,20,1
447,244497,List A,215,203,9860,8947,286,5/27,5/27,31.28,5.44,34.4,10,3,0
448,244497,T20s,164,158,3345,4118,186,4/19,4/19,22.13,7.38,17.9,5,0,0
449,303669,Tests,80,70,1968,986,20,2/9,2/9,49.30,3.00,98.4,0,0,0
450,303669,ODIs,141,64,1414,1364,22,3/52,3/52,62.00,5.78,64.2,0,0,0
451,303669,T20Is,32,9,84,139,6,2/9,2/9,23.16,9.92,14.0,0,0,0
452,303669,First-class,139,128,3871,1998,40,4/5,4/5,49.95,3.09,96.7,1,0,0
453,303669,List A,180,89,2001,1863,36,3/52,3/52,51.75,5.58,55.5,0,0,0
454,303669,T20s,72,31,264,415,10,2/9,2/9,41.50,9.43,26.4,0,0,0
455,298438,ODIs,82,-,-,-,-,-,-,-,-,-,-,-,-
456,298438,T20Is,32,-,-,-,-,-,-,-,-,-,-,-,-
457,298438,First-class,81,25,712,495,14,3/9,4/47,35.35,4.17,50.8,0,0,0
458,298438,List A,178,1,6,12,0,-,-,-,12.00,-,0,0,0
459,298438,T20s,192,2,18,39,1,1/23,1/23,39.00,13.00,18.0,0,0,0
460,311158,Tests,52,89,7328,4054,127,6/22,8/161,31.92,3.31,57.7,5,4,0
461,311158,ODIs,93,78,2870,2878,70,5/61,5/61,41.11,6.01,41.0,1,1,0
462,311158,T20Is,23,18,334,496,10,3/26,3/26,49.60,8.91,33.4,0,0,0
463,311158,First-class,127,199,15101,8719,296,7/67,10/121,29.45,3.46,51.0,14,7,1
464,311158,List A,164,124,4545,4365,134,5/61,5/61,32.57,5.76,33.9,3,1,0
465,311158,T20s,120,84,1483,2081,64,4/16,4/16,32.51,8.41,23.1,1,0,0
466,457279,ODIs,4,3,96,97,1,1/23,1/23,97.00,6.06,96.0,0,0,0
467,457279,First-class,34,56,5125,2809,116,8/80,11/96,24.21,3.28,44.1,8,5,1
468,457279,List A,30,26,1125,1023,24,4/71,4/71,42.62,5.45,46.8,1,0,0
469,457279,T20s,42,39,756,1131,33,3/22,3/22,34.27,8.97,22.9,0,0,0
470,296597,Tests,13,4,24,13,0,-,-,-,3.25,-,0,0,0
471,296597,ODIs,13,-,-,-,-,-,-,-,-,-,-,-,-
472,296597,T20Is,8,-,-,-,-,-,-,-,-,-,-,-,-
473,296597,First-class,158,60,1669,1031,22,5/41,6/56,46.86,3.70,75.8,0,1,0
474,296597,List A,136,6,132,124,2,1/18,1/18,62.00,5.63,66.0,0,0,0
475,296597,T20s,174,6,72,81,3,1/5,1/5,27.00,6.75,24.0,0,0,0
476,308251,ODIs,46,45,1971,1889,52,4/34,4/34,36.32,5.75,37.9,2,0,0
477,308251,T20Is,28,28,557,761,34,4/7,4/7,22.38,8.19,16.3,1,0,0
478,308251,First-class,70,107,9854,5416,178,5/29,10/75,30.42,3.29,55.3,4,5,1
479,308251,List A,129,119,4762,4531,140,5/62,5/62,32.36,5.70,34.0,5,1,0
480,308251,T20s,175,152,2898,3798,166,4/7,4/7,22.87,7.86,17.4,3,0,0
481,247235,Tests,26,48,4600,2372,72,6/70,11/102,32.94,3.09,63.8,2,2,1
482,247235,ODIs,97,93,4536,4270,136,6/45,6/45,31.39,5.64,33.3,9,3,0
483,247235,T20Is,8,8,162,253,7,2/40,2/40,36.14,9.37,23.1,0,0,0
484,247235,First-class,140,245,23651,12181,474,9/36,11/97,25.69,3.09,49.8,20,19,4
485,247235,List A,179,172,7804,7246,214,6/45,6/45,33.85,5.57,36.4,11,3,0
486,247235,T20s,111,108,2175,3040,121,4/21,4/21,25.12,8.38,17.9,1,0,0
487,351588,Tests,13,25,2408,1345,36,5/41,6/93,37.36,3.35,66.8,0,1,0
488,351588,ODIs,49,48,2471,2291,59,4/33,4/33,38.83,5.56,41.8,2,0,0
489,351588,T20Is,5,5,105,148,11,3/9,3/9,13.45,8.45,9.5,0,0,0
490,351588,First-class,51,87,8052,4435,162,6/46,8/117,27.37,3.30,49.7,4,9,0
491,351588,List A,83,80,3850,3431,105,4/33,4/33,32.67,5.34,36.6,2,0,0
492,351588,T20s,25,25,501,671,30,4/25,4/25,22.36,8.03,16.7,1,0,0
493,398438,Tests,2,-,-,-,-,-,-,-,-,-,-,-,-
494,398438,First-class,50,18,342,217,3,2/18,2/18,72.33,3.80,114.0,0,0,0
495,398438,List A,75,3,30,34,0,-,-,-,6.80,-,0,0,0
496,398438,T20s,134,1,6,8,0,-,-,-,8.00,-,0,0,0
497,942645,ODIs,8,8,378,338,11,3/13,3/13,30.72,5.36,34.3,0,0,0
498,942645,T20Is,9,9,210,321,10,2/27,2/27,32.10,9.17,21.0,0,0,0
499,942645,First-class,3,5,506,250,5,3/33,3/70,50.00,2.96,101.2,0,0,0
500,942645,List A,28,28,1325,1126,43,4/35,4/35,26.18,5.09,30.8,1,0,0
501,942645,T20s,34,34,783,1037,58,5/18,5/18,17.87,7.94,13.5,1,1,0
502,625383,Tests,10,20,2416,1073,49,6/33,9/86,21.89,2.66,49.3,0,3,0
503,625383,ODIs,56,56,2889,2178,99,5/27,5/27,22.00,4.52,29.1,5,1,0
504,625383,T20Is,42,42,919,1029,51,3/11,3/11,20.17,6.71,18.0,0,0,0
505,625383,First-class,36,62,7430,3328,138,6/29,9/86,24.11,2.68,53.8,3,9,0
506,625383,List A,81,81,4244,3079,151,5/27,5/27,20.39,4.35,28.1,8,2,0
507,625383,T20s,149,149,3324,3932,174,3/7,3/7,22.59,7.09,19.1,0,0,0
508,430246,ODIs,48,47,2557,2151,83,6/42,6/42,25.91,5.04,30.8,2,2,0
509,430246,T20Is,31,31,729,972,46,6/25,6/25,21.13,8.00,15.8,2,1,0
510,430246,First-class,31,48,5463,2790,84,6/44,8/112,33.21,3.06,65.0,3,2,0
511,430246,List A,87,84,4240,3403,126,6/24,6/24,27.00,4.81,33.6,3,3,0
512,430246,T20s,151,149,3171,3986,172,6/25,6/25,23.17,7.54,18.4,4,1,0
513,28235,Tests,34,5,54,18,0,-,-,-,2.00,-,0,0,0
514,28235,ODIs,130,-,-,-,-,-,-,-,-,-,-,-,-
515,28235,T20Is,50,-,-,-,-,-,-,-,-,-,-,-,-
516,28235,First-class,121,,298,142,3,2/30,2/30,47.33,2.85,99.3,0,0,0
517,28235,List A,244,,272,249,9,2/22,2/22,27.66,5.49,30.2,0,0,0
518,28235,T20s,243,6,48,66,4,1/7,1/7,16.50,8.25,12.0,0,0,0
519,28081,Tests,90,7,96,67,0,-,-,-,4.18,-,0,0,0
520,28081,ODIs,348,2,36,31,1,1/14,1/14,31.00,5.16,36.0,0,0,0
521,28081,T20Is,98,-,-,-,-,-,-,-,-,-,-,-,-
522,28081,First-class,131,,126,87,0,-,-,-,4.14,-,0,0,0
523,28081,List A,421,,63,53,2,1/14,1/14,26.50,5.04,31.5,0,0,0
524,28081,T20s,317,1,12,25,0,-,-,-,12.50,-,0,0,0
525,234675,Tests,41,78,11480,4548,192,7/48,10/154,23.68,2.37,59.7,7,9,1
526,234675,ODIs,151,147,7669,6245,174,5/36,5/36,35.89,4.88,44.0,7,1,0
527,234675,T20Is,40,40,811,983,31,3/48,3/48,31.70,7.27,26.1,0,0,0
528,234675,First-class,94,168,23448,9538,402,7/31,13/126,23.72,2.44,58.3,17,27,7
529,234675,List A,204,195,10044,7936,235,5/36,5/36,33.77,4.74,42.7,10,1,0
530,234675,T20s,228,200,3596,4586,150,5/16,5/16,30.57,7.65,23.9,3,1,0
531,290716,ODIs,65,39,1127,971,27,3/23,3/23,35.96,5.16,41.7,0,0,0
532,290716,T20Is,9,-,-,-,-,-,-,-,-,-,-,-,-
533,290716,First-class,77,15,221,157,1,1/23,1/23,157.00,4.26,221.0,0,0,0
534,290716,List A,156,50,1319,1182,30,3/23,3/23,39.40,5.37,43.9,0,0,0
535,290716,T20s,119,4,60,88,4,2/23,2/23,22.00,8.80,15.0,0,0,0
536,30045,Tests,26,-,-,-,-,-,-,-,-,-,-,-,-
537,30045,ODIs,92,-,-,-,-,-,-,-,-,-,-,-,-
538,30045,T20Is,32,-,-,-,-,-,-,-,-,-,-,-,-
539,30045,First-class,163,,120,130,0,-,-,-,6.50,-,0,0,0
540,30045,List A,221,-,-,-,-,-,-,-,-,-,-,-,-
541,30045,T20s,276,1,12,10,1,1/10,1/10,10.00,5.00,12.0,0,0,0
542,326017,ODIs,3,3,162,179,0,-,-,-,6.62,-,0,0,0
543,326017,T20Is,3,3,58,84,4,2/35,2/35,21.00,8.68,14.5,0,0,0
544,326017,First-class,58,101,11146,5564,205,6/27,8/81,27.14,2.99,54.3,9,12,0
545,326017,List A,80,80,3911,3382,138,6/39,6/39,24.50,5.18,28.3,6,5,0
546,326017,T20s,93,93,2023,2513,101,4/14,4/14,24.88,7.45,20.0,2,0,0
547,253802,Tests,77,9,163,76,0,-,-,-,2.79,-,0,0,0
548,253802,ODIs,234,48,641,665,4,1/15,1/15,166.25,6.22,160.2,0,0,0
549,253802,T20Is,67,12,146,198,4,1/13,1/13,49.50,8.13,36.5,0,0,0
550,253802,First-class,109,23,631,330,3,1/19,2/42,110.00,3.13,210.3,0,0,0
551,253802,List A,268,55,705,726,4,1/15,1/15,181.50,6.17,176.2,0,0,0
552,253802,T20s,266,44,454,661,8,2/25,2/25,82.62,8.73,56.7,0,0,0
553,559235,Tests,6,10,989,579,24,5/57,6/119,24.12,3.51,41.2,2,2,0
554,559235,ODIs,50,48,2640,2171,92,6/25,6/25,23.59,4.93,28.6,4,1,0
555,559235,T20Is,18,18,405,454,35,5/24,5/24,12.97,6.72,11.5,1,1,0
556,559235,First-class,30,49,5774,3512,117,6/79,9/120,30.01,3.64,49.3,7,6,0
557,559235,List A,60,58,3150,2549,106,6/25,6/25,24.04,4.85,29.7,4,2,0
558,559235,T20s,89,88,1917,2385,112,5/17,5/17,21.29,7.46,17.1,3,2,0
559,326016,Tests,21,37,3348,1644,63,6/82,8/96,26.09,2.94,53.1,3,4,0
560,326016,ODIs,109,108,5229,4362,124,5/42,5/42,35.17,5.00,42.1,3,1,0
561,326016,T20Is,37,37,800,930,36,5/24,5/24,25.83,6.97,22.2,0,1,0
562,326016,First-class,70,123,12393,5785,218,6/77,9/103,26.53,2.80,56.8,9,12,0
563,326016,List A,149,146,7172,5737,185,5/42,5/42,31.01,4.79,38.7,5,1,0
564,326016,T20s,164,164,3632,4356,176,5/19,5/19,24.75,7.19,20.6,2,2,0
565,1081442,T20Is,1,1,24,31,0,-,-,-,7.75,-,0,0,0
566,1081442,First-class,7,13,1562,723,34,6/84,7/178,21.26,2.77,45.9,2,3,0
567,1081442,List A,27,25,1319,1047,47,4/38,4/38,22.27,4.76,28.0,2,0,0
568,1081442,T20s,22,22,420,577,21,4/23,4/23,27.47,8.24,20.0,1,0,0
569,481896,Tests,40,77,7562,4254,144,6/56,9/118,29.54,3.37,52.5,7,4,0
570,481896,ODIs,67,66,3442,3144,127,5/69,5/69,24.75,5.48,27.1,8,1,0
571,481896,T20Is,7,7,142,250,8,3/38,3/38,31.25,10.56,17.7,0,0,0
572,481896,First-class,63,119,12403,6816,242,7/79,11/151,28.16,3.29,51.2,12,10,2
573,481896,List A,98,97,4962,4456,184,5/69,5/69,24.21,5.38,26.9,12,1,0
574,481896,T20s,79,79,1634,2278,87,4/24,4/24,26.18,8.36,18.7,1,0,0
575,940973,ODIs,1,1,60,76,0,-,-,-,7.60,-,0,0,0
576,940973,T20Is,3,3,72,148,3,1/45,1/45,49.33,12.33,24.0,0,0,0
577,940973,First-class,25,45,4646,2322,112,8/59,11/136,20.73,2.99,41.4,11,4,2
578,940973,List A,32,32,1467,1360,56,5/37,5/37,24.28,5.56,26.1,1,3,0
579,940973,T20s,51,50,1105,1605,66,4/20,4/20,24.31,8.71,16.7,3,0,0
580,625371,Tests,11,19,937,528,17,5/28,6/50,31.05,3.38,55.1,0,1,0
581,625371,ODIs,52,51,2248,2090,52,3/31,3/31,40.19,5.57,43.2,0,0,0
582,625371,T20Is,38,37,665,922,36,4/38,4/38,25.61,8.31,18.4,1,0,0
583,625371,First-class,29,39,2694,1486,48,5/28,8/91,30.95,3.30,56.1,0,3,0
584,625371,List A,73,65,2998,2693,68,3/26,3/26,39.60,5.38,44.0,0,0,0
585,625371,T20s,133,125,2074,2831,104,4/38,4/38,27.22,8.18,19.9,1,0,0
586,471342,T20Is,11,11,264,364,11,4/36,4/36,33.09,8.27,24.0,1,0,0
587,471342,First-class,3,5,285,133,8,4/40,6/59,16.62,2.80,35.6,1,0,0
588,471342,List A,47,45,2088,1722,52,6/41,6/41,33.11,4.94,40.1,2,1,0
589,471342,T20s,89,86,1614,1945,74,4/36,4/36,26.28,7.23,21.8,1,0,0
590,931581,Tests,9,-,-,-,-,-,-,-,-,-,-,-,-
591,931581,ODIs,7,-,-,-,-,-,-,-,-,-,-,-,-
592,931581,T20Is,15,-,-,-,-,-,-,-,-,-,-,-,-
593,931581,First-class,32,1,12,9,1,1/9,1/9,9.00,4.50,12.0,0,0,0
594,931581,List A,43,-,-,-,-,-,-,-,-,-,-,-,-
595,931581,T20s,82,-,-,-,-,-,-,-,-,-,-,-,-
596,32540,Tests,68,1,6,2,0,-,-,-,2.00,-,0,0,0
597,32540,ODIs,5,-,-,-,-,-,-,-,-,-,-,-,-
598,32540,First-class,187,19,237,146,5,2/4,2/4,29.20,3.69,47.4,0,0,0
599,32540,List A,103,1,6,8,0,-,-,-,8.00,-,0,0,0
600,32540,T20s,64,-,-,-,-,-,-,-,-,-,-,-,-
601,277916,Tests,56,-,-,-,-,-,-,-,-,-,-,-,-
602,277916,ODIs,90,-,-,-,-,-,-,-,-,-,-,-,-
603,277916,T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
604,277916,First-class,130,9,108,75,0,-,-,-,4.16,-,0,0,0
605,277916,List A,167,2,42,43,3,2/36,2/36,14.33,6.14,14.0,0,0,0
606,277916,T20s,196,1,6,5,1,1/5,1/5,5.00,5.00,6.0,0,0,0
607,422108,Tests,34,-,-,-,-,-,-,-,-,-,-,-,-
608,422108,ODIs,21,-,-,-,-,-,-,-,-,-,-,-,-
609,422108,T20Is,27,-,-,-,-,-,-,-,-,-,-,-,-
610,422108,First-class,75,9,168,83,0,-,-,-,2.96,-,0,0,0
611,422108,List A,62,3,21,42,1,1/23,1/23,42.00,12.00,21.0,0,0,0
612,422108,T20s,108,-,-,-,-,-,-,-,-,-,-,-,-
613,33141,ODIs,55,9,121,124,3,1/5,1/5,41.33,6.14,40.3,0,0,0
614,33141,T20Is,6,-,-,-,-,-,-,-,-,-,-,-,-
615,33141,First-class,97,,798,518,10,4/43,,51.80,3.89,79.8,1,0,0
616,33141,List A,160,,421,406,13,4/45,4/45,31.23,5.78,32.3,1,0,0
617,33141,T20s,216,-,-,-,-,-,-,-,-,-,-,-,-
618,477021,ODIs,12,9,233,210,4,2/15,2/15,52.50,5.40,58.2,0,0,0
619,477021,T20Is,9,6,126,191,5,2/32,2/32,38.20,9.09,25.2,0,0,0
620,477021,First-class,41,52,3065,1630,32,4/52,5/89,50.93,3.19,95.7,2,0,0
621,477021,List A,70,58,1848,1551,47,4/34,4/34,33.00,5.03,39.3,1,0,0
622,477021,T20s,78,42,549,818,20,2/12,2/12,40.90,8.93,27.4,0,0,0
623,236779,Tests,90,161,17196,9155,267,7/74,10/108,34.28,3.19,64.4,9,8,1
624,236779,ODIs,80,78,3733,3563,115,4/34,4/34,30.98,5.72,32.4,6,0,0
625,236779,T20Is,14,14,278,400,8,2/34,2/34,50.00,8.63,34.7,0,0,0
626,236779,First-class,132,234,24571,12557,426,7/24,11/51,29.47,3.06,57.6,18,13,2
627,236779,List A,123,120,5834,5154,178,5/21,5/21,28.95,5.30,32.7,10,1,0
628,236779,T20s,133,133,2851,3705,106,5/12,5/12,34.95,7.79,26.8,1,1,0
629,34102,Tests,27,10,334,202,2,1/26,1/35,101.00,3.62,167.0,0,0,0
630,34102,ODIs,213,38,593,515,8,2/27,2/27,64.37,5.21,74.1,0,0,0
631,34102,T20Is,94,9,68,113,1,1/22,1/22,113.00,9.97,68.0,0,0,0
632,34102,First-class,87,64,2104,1132,24,4/41,5/85,47.16,3.22,87.6,1,0,0
633,34102,List A,284,70,1367,1162,30,4/28,4/28,38.73,5.10,45.5,1,0,0
634,34102,T20s,314,57,628,817,29,4/6,4/6,28.17,7.80,21.6,1,0,0
635,1070173,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
636,1070173,First-class,9,1,6,4,0,-,-,-,4.00,-,0,0,0
637,1070173,List A,43,1,6,4,0,-,-,-,4.00,-,0,0,0
638,1070173,T20s,32,-,-,-,-,-,-,-,-,-,-,-,-
639,452044,Tests,4,7,273,132,5,3/37,3/38,26.40,2.90,54.6,0,0,0
640,452044,First-class,70,53,1778,936,25,3/17,3/24,37.44,3.15,71.1,0,0,0
641,452044,List A,68,29,900,689,17,3/31,3/31,40.52,4.59,52.9,0,0,0
642,452044,T20s,73,32,408,500,22,3/21,3/21,22.72,7.35,18.5,0,0,0
643,237095,Tests,61,18,384,198,1,1/12,1/23,198.00,3.09,384.0,0,0,0
