player_name,class_name,matches_played,innings_batted,not_outs,runs_scored,highest_inns_score,batting_average,balls_faced,batting_strike_rate,hundreds_scored,fifties_scored,boundary_fours,boundary_sixes,catches_taken,stumpings_made
539511,ODIs,43,41,10,1037,124*,33.45,1231,84.24,1,8,90,10,16,0
539511,T20Is,5,4,0,19,7,4.75,28,67.85,0,0,2,0,0,0
539511,First-class,70,118,10,4319,162*,39.99,8256,52.31,9,26,472,23,58,0
539511,List A,99,92,14,3198,178,41,3710,86.19,4,23,320,29,46,0
539511,T20s,42,39,7,939,67*,29.34,745,126.04,0,8,86,23,21,0
595783,Tests,5,7,2,35,6*,7,125,28,0,0,2,0,4,0
595783,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,0,0
595783,First-class,53,78,21,709,45,12.43,2049,34.6,0,0,95,3,37,0
595783,List A,22,11,6,85,31*,17,113,75.22,0,0,6,2,9,0
595783,T20s,36,11,6,55,12*,11,57,96.49,0,0,3,1,7,0
823509,T20Is,11,10,1,140,56,15.55,140,100,0,1,9,5,9,2
823509,First-class,20,34,4,1252,138*,41.73,2050,61.07,3,8,167,19,17,0
823509,List A,29,29,1,869,140*,31.03,1070,81.21,3,1,102,21,21,2
823509,T20s,59,58,5,1612,116*,30.41,1216,132.56,2,11,139,75,36,6
395057,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,3,0
395057,T20Is,5,2,0,2,1,1,4,50,0,0,0,0,0,0
395057,First-class,40,53,13,821,71,20.52,909,90.31,0,4,101,29,14,0
395057,List A,45,28,9,184,41*,9.68,162,113.58,0,0,17,8,9,0
395057,T20s,62,17,8,83,42,9.22,70,118.57,0,0,8,4,16,0
277914,Tests,18,29,1,1037,132,37.03,2364,43.86,1,7,131,1,17,0
277914,First-class,107,189,10,7003,256,39.12,14503,48.28,16,33,974,18,115,0
277914,List A,47,47,0,1273,149,27.08,1631,78.05,2,5,136,11,24,0
277914,T20s,33,32,1,676,56,21.8,533,126.82,0,3,61,22,11,0
502714,Tests,17,21,0,535,73,25.47,1259,42.49,0,2,69,10,7,0
502714,ODIs,67,52,19,884,67,26.78,1006,87.87,0,2,61,26,25,0
502714,T20Is,31,20,7,197,37,15.15,160,123.12,0,0,17,5,12,0
502714,First-class,44,65,4,1798,118,29.47,3755,47.88,2,11,242,23,35,0
502714,List A,91,74,20,1511,86,27.98,1727,87.49,0,6,127,37,39,0
502714,T20s,69,53,16,771,45*,20.83,604,127.64,0,0,55,34,28,0
625964,ODIs,3,2,0,33,22,16.5,27,122.22,0,0,2,1,7,1
625964,T20Is,11,10,1,181,84,20.11,112,161.6,0,1,13,14,7,2
625964,First-class,41,70,6,2401,167*,37.51,4838,49.62,4,12,276,28,110,6
625964,List A,34,33,3,716,104,23.86,799,89.61,1,4,58,15,48,5
625964,T20s,61,53,7,1043,107,22.67,756,137.96,1,3,87,54,36,10
559066,Tests,17,25,4,448,63,21.33,851,52.64,0,3,50,7,11,0
559066,ODIs,31,13,2,67,24,6.09,88,76.13,0,0,3,4,7,0
559066,T20Is,33,6,3,50,15,16.66,49,102.04,0,0,4,2,8,0
559066,First-class,71,108,17,1991,82*,21.87,3527,56.45,0,10,250,26,30,0
559066,List A,79,40,9,326,44*,10.51,349,93.4,0,0,23,11,20,0
559066,T20s,130,39,19,210,51,10.5,197,106.59,0,1,16,8,17,0
38607,Tests,1,2,0,16,12,8,133,12.03,0,0,0,0,0,0
38607,First-class,24,30,4,368,32*,14.15,1021,36.04,0,0,,,8,0
38607,List A,6,5,1,102,50,25.5,118,86.44,0,1,9,3,3,0
38607,T20s,18,3,1,67,37*,33.5,39,171.79,0,0,4,6,6,0
232364,Tests,65,95,9,1550,77*,18.02,1755,88.31,0,5,154,68,46,0
232364,ODIs,140,85,32,676,55,12.75,686,98.54,0,1,53,26,39,0
232364,T20Is,58,25,8,148,23,8.7,107,138.31,0,0,12,8,25,0
232364,First-class,101,137,12,2261,156,18.08,2624,86.16,1,7,233,89,56,0
232364,List A,154,96,33,830,66*,13.17,817,101.59,0,2,67,32,44,0
232364,T20s,172,86,26,689,74,11.48,468,147.22,0,2,55,36,72,0
38699,Tests,92,163,19,6727,290,46.71,11169,60.22,18,30,824,49,134,0
38699,ODIs,226,210,37,8287,181*,47.9,9970,83.11,20,49,691,139,137,0
38699,T20Is,88,80,19,1579,63,25.88,1304,121.08,0,5,100,59,44,0
38699,First-class,167,281,22,11214,290,43.29,,,26,59,,,209,0
38699,List A,292,276,42,10678,181*,45.63,,,24,69,,,180,0
38699,T20s,261,245,61,5810,111*,31.57,4376,132.76,1,29,400,281,114,0
854909,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
854909,First-class,38,38,19,214,30*,11.26,584,36.64,0,0,23,1,18,0
854909,List A,25,8,6,27,12,13.5,37,72.97,0,0,2,0,7,0
854909,T20s,31,6,5,13,10*,13,9,144.44,0,0,1,1,7,0
233713,Tests,42,54,13,511,47,12.46,1199,42.61,0,0,56,18,10,0
233713,First-class,162,215,45,2872,70,16.89,5555,51.7,0,8,,74,48,0
233713,List A,106,57,10,554,42,11.78,703,78.8,0,0,41,12,18,0
233713,T20s,76,38,16,198,16*,9,160,123.75,0,0,13,8,11,0
38924,Tests,61,97,14,3096,142*,37.3,7169,43.18,6,16,354,7,209,7
38924,ODIs,28,25,2,573,96*,24.91,838,68.37,0,5,58,3,20,0
38924,T20Is,5,4,0,38,22,9.5,58,65.51,0,0,3,0,3,0
38924,First-class,151,255,30,8683,176,38.59,19488,44.55,15,52,,,362,9
38924,List A,122,114,12,3858,145*,37.82,5245,73.55,8,25,,,97,3
38924,T20s,67,60,9,1255,75,24.6,1152,108.94,0,6,109,17,36,3
277906,Tests,72,127,12,6139,242*,53.38,11878,51.68,20,30,664,14,66,0
277906,ODIs,147,140,14,6035,148,47.89,7346,82.15,13,38,551,49,58,0
277906,T20Is,57,55,7,1505,73*,31.35,1236,121.76,0,9,158,26,27,0
277906,First-class,139,239,19,10924,284*,49.65,20946,52.15,30,57,1274,34,130,0
277906,List A,208,197,22,8156,148,46.6,9989,81.64,17,50,717,70,85,0
277906,T20s,178,170,21,4433,101*,29.75,3587,123.58,1,29,418,105,71,0
277911,ODIs,10,10,2,272,58,34,379,71.76,0,3,23,3,5,0
277911,T20Is,2,2,0,90,62,45,64,140.62,0,1,6,5,1,0
277911,First-class,92,164,7,4637,210,29.53,10212,45.4,8,23,605,29,92,0
277911,List A,121,120,10,4652,194,42.29,5861,79.37,11,27,485,75,40,0
277911,T20s,103,96,8,2349,89*,26.69,1893,124.08,0,14,235,71,31,0
39950,ODIs,3,3,0,117,112,39,129,90.69,1,0,10,0,3,0
39950,First-class,102,189,14,6700,231*,38.28,13802,48.54,17,31,914,5,83,0
39950,List A,99,98,7,3589,209*,39.43,4419,81.21,6,25,,,50,7
39950,T20s,41,37,4,712,62*,21.57,693,102.74,0,2,69,9,12,2
316397,Tests,69,117,6,4323,137,38.94,8922,48.45,12,23,478,29,67,0
316397,ODIs,60,58,4,1336,84,24.74,1979,67.5,0,9,108,5,14,0
316397,T20Is,10,10,0,192,38,19.2,185,103.78,0,0,19,2,3,0
316397,First-class,138,234,19,8638,223,40.17,17129,50.42,22,42,1013,48,130,0
316397,List A,127,124,12,4631,145,41.34,5628,82.28,9,32,467,26,53,0
316397,T20s,90,86,9,1995,92*,25.9,1705,117,0,10,220,29,40,0
494230,ODIs,18,14,1,361,52,27.76,280,128.92,0,3,20,21,5,0
494230,T20Is,20,19,6,280,41*,21.53,204,137.25,0,0,12,18,8,0
494230,First-class,30,56,1,1170,101,21.27,1912,61.19,1,3,165,11,19,0
494230,List A,65,59,5,1506,138,27.88,1359,110.81,3,7,120,69,27,0
494230,T20s,126,118,24,2470,100,26.27,1678,147.19,1,10,179,152,49,0
39037,Tests,73,139,8,5669,302*,43.27,13686,41.42,15,31,524,16,61,0
39037,ODIs,53,53,3,1845,102,36.9,2478,74.45,3,12,168,14,8,0
39037,First-class,185,324,27,11461,302*,38.58,,,35,50,,,138,0
39037,List A,171,155,22,6278,132*,47.2,,,17,36,,,48,0
39037,T20s,49,49,4,985,72,21.88,941,104.67,0,3,98,16,24,0
348144,Tests,21,40,5,1235,127*,35.28,2382,51.84,1,11,144,7,16,0
348144,ODIs,71,69,10,3117,125*,52.83,3628,85.91,10,14,268,27,35,0
348144,T20Is,30,30,7,1247,97*,54.21,967,128.95,0,10,124,18,14,0
348144,First-class,52,87,9,2920,266,37.43,5318,54.9,3,22,365,18,33,0
348144,List A,135,132,17,6033,142*,52.46,7135,84.55,20,32,559,41,62,0
348144,T20s,107,104,18,3495,101,40.63,2894,120.76,1,27,349,57,48,0
498875,Tests,5,8,0,73,15,9.12,176,41.47,0,0,6,1,2,0
498875,ODIs,3,3,0,40,38,13.33,49,81.63,0,0,6,1,2,0
498875,First-class,28,46,3,809,111,18.81,1620,49.93,2,2,101,9,15,0
498875,List A,73,58,7,908,56,17.8,1102,82.39,0,2,77,29,29,0
498875,T20s,39,26,5,439,114,20.9,336,130.65,1,1,33,23,16,0
681117,Tests,4,6,0,138,83,23,197,70.05,0,1,19,1,0,0
681117,ODIs,23,15,2,162,28,12.46,195,83.07,0,0,13,6,5,0
681117,T20Is,26,17,6,125,21,11.36,102,122.54,0,0,6,8,7,0
681117,First-class,40,58,8,1478,116,29.56,2232,66.21,2,5,187,23,18,0
681117,List A,66,50,7,700,71,16.27,842,83.13,0,2,57,21,18,0
681117,T20s,67,48,19,479,54*,16.51,348,137.64,0,1,29,29,16,0
512191,Tests,3,6,0,192,94,32,359,53.48,0,2,20,1,3,0
512191,ODIs,43,43,4,1815,210*,46.53,1869,97.11,4,11,214,30,18,0
512191,T20Is,30,29,0,748,91,25.79,540,138.51,0,4,85,22,12,0
512191,First-class,40,67,4,2581,205,40.96,4134,62.43,6,15,367,12,34,0
512191,List A,95,94,6,4415,210*,50.17,4564,96.73,12,28,502,74,39,0
512191,T20s,89,87,3,2339,100*,27.84,1687,138.64,1,14,258,79,28,0
318788,Tests,10,19,1,726,147,40.33,1663,43.65,2,2,64,10,8,0
318788,ODIs,38,37,5,1512,130,47.25,1791,84.42,2,12,124,23,14,0
318788,T20Is,10,9,2,140,50,20,123,113.82,0,1,11,2,3,0
318788,First-class,69,108,14,4714,211*,50.14,9055,52.05,13,27,591,23,36,0
318788,List A,72,70,12,2596,130,44.75,3026,85.78,3,22,215,40,23,0
318788,T20s,69,67,19,1490,69*,31.04,1386,107.5,0,10,122,35,31,0
681305,Tests,9,15,5,155,29,15.5,165,93.93,0,0,18,8,4,0
681305,ODIs,53,29,9,280,59,14,247,113.36,0,2,18,17,12,0
681305,T20Is,30,10,5,61,23,12.2,35,174.28,0,0,3,5,7,0
681305,First-class,38,56,18,594,50*,15.63,840,70.71,0,1,67,21,15,0
681305,List A,77,45,14,452,59,14.58,396,114.14,0,2,32,28,25,0
681305,T20s,93,39,15,229,35,9.54,150,152.66,0,0,13,16,26,0
628240,ODIs,1,1,0,2,2,2,14,14.28,0,0,0,0,0,0
628240,T20Is,14,14,1,371,63,28.53,309,120.06,0,2,35,5,4,0
628240,First-class,33,54,10,1331,86,30.25,2872,46.34,0,9,169,9,22,0
628240,List A,57,53,13,1453,141*,36.32,1656,87.74,3,9,131,28,20,0
628240,T20s,77,68,21,1534,80*,32.63,1267,121.07,0,7,126,44,18,0
227758,ODIs,51,37,16,897,63*,42.71,834,107.55,0,5,82,16,11,0
227758,T20Is,35,23,9,187,24*,13.35,123,152.03,0,0,18,7,14,0
227758,First-class,76,114,24,3669,207,40.76,,,6,20,,,35,0
227758,List A,112,89,26,2349,117*,37.28,2361,99.49,2,14,218,39,28,0
227758,T20s,146,111,40,1309,64,18.43,1058,123.72,0,2,118,31,47,0
568276,Tests,10,19,2,483,76,28.41,1017,47.49,0,3,59,3,7,0
568276,ODIs,35,35,5,1592,151,53.06,2000,79.6,6,6,127,15,7,0
568276,T20Is,1,1,0,7,7,7,10,70,0,0,0,0,0,0
568276,First-class,46,83,12,2406,200*,33.88,5381,44.71,4,14,268,5,31,0
568276,List A,67,67,5,2714,151,43.77,3504,77.45,7,14,231,19,15,0
568276,T20s,43,40,6,1201,67,35.32,1013,118.55,0,12,112,18,10,0
259551,Tests,22,28,11,122,17,7.17,306,39.86,0,0,14,2,4,0
259551,ODIs,76,31,17,68,25,4.85,127,53.54,0,0,4,1,8,0
259551,T20Is,9,2,2,3,3*,-,4,75,0,0,0,0,0,0
259551,First-class,79,106,32,740,71,10,,,0,2,,,13,0
259551,List A,151,69,33,300,32,8.33,,,0,0,,,17,0
259551,T20s,136,48,27,137,36,6.52,156,87.82,0,0,12,5,41,0
389666,Tests,14,21,11,63,11,6.3,361,17.45,0,0,7,1,4,0
389666,ODIs,3,-,-,-,-,-,-,-,-,-,-,-,0,0
389666,First-class,96,138,51,619,40,7.11,2146,28.84,0,0,73,3,27,0
389666,List A,52,30,13,136,15*,8,254,53.54,0,0,12,0,12,0
389666,T20s,24,9,6,32,15*,10.66,21,152.38,0,0,3,2,5,0
290948,Tests,36,67,11,751,48,13.41,1980,37.92,0,0,91,3,5,0
290948,ODIs,58,29,10,355,73*,18.68,438,81.05,0,2,31,8,7,0
290948,T20Is,42,11,4,44,21*,6.28,58,75.86,0,0,1,2,4,0
290948,First-class,66,100,15,1334,66,15.69,3007,44.36,0,2,164,12,15,0
290948,List A,81,37,16,405,73*,19.28,508,79.72,0,2,36,8,12,0
290948,T20s,122,45,20,180,21*,7.2,196,91.83,0,0,10,6,11,0
41434,Tests,55,105,8,3652,224,37.64,6520,56.01,10,12,455,28,45,0
41434,ODIs,217,215,15,6587,140*,32.93,8608,76.52,11,38,661,110,85,0
41434,T20Is,89,86,8,1908,86,24.46,1643,116.12,0,10,196,51,25,0
41434,First-class,210,365,15,12169,224,34.76,,,26,56,,,183,0
41434,List A,339,336,20,11375,140*,35.99,,,17,75,,,144,0
41434,T20s,258,244,23,5413,102*,24.49,4442,121.85,2,30,579,161,88,0
1158100,ODIs,5,2,0,28,28,14,18,155.55,0,0,4,1,1,0
1158100,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
1158100,First-class,2,2,0,0,0,0,9,0,0,0,0,0,0,0
1158100,List A,6,2,0,28,28,14,18,155.55,0,0,4,1,1,0
1158100,T20s,9,2,1,0,0*,0,2,0,0,0,0,0,1,0
323389,Tests,1,2,1,13,13*,13,34,38.23,0,0,2,0,1,0
323389,ODIs,32,28,7,705,115,33.57,787,89.58,2,3,61,6,29,1
323389,T20Is,13,10,2,135,33*,16.87,134,100.74,0,0,12,1,3,2
323389,First-class,77,118,20,4089,224,41.72,7706,53.06,8,21,493,9,220,14
323389,List A,131,120,33,4338,141*,49.86,4840,89.62,11,21,380,48,122,17
323389,T20s,86,66,21,1247,60*,27.71,1091,114.29,0,4,103,27,44,24
547085,ODIs,2,2,0,11,7,5.5,23,47.82,0,0,0,0,0,0
547085,First-class,58,95,10,3979,232,46.81,7620,52.21,11,18,538,10,63,0
547085,List A,64,55,14,1919,102*,46.8,2219,86.48,1,14,193,15,21,0
547085,T20s,10,10,2,309,57*,38.62,244,126.63,0,2,24,7,4,0
227760,Tests,49,86,13,2657,112,36.39,3743,70.98,3,18,268,8,146,21
227760,ODIs,113,87,21,2268,105,34.36,2574,88.11,2,11,171,12,111,23
227760,T20Is,55,38,12,745,89*,28.65,579,128.67,0,3,74,14,34,10
227760,First-class,149,235,43,7623,213*,39.7,,,10,54,,,471,49
227760,List A,193,153,38,3771,105,32.79,,,3,19,,,213,46
227760,T20s,181,134,43,2564,89*,28.17,2000,128.2,0,10,245,50,91,42
922943,Tests,5,9,2,240,56,34.28,381,62.99,0,3,33,0,1,0
922943,ODIs,40,21,9,336,54,28,489,68.71,0,3,20,4,8,0
922943,T20Is,32,11,5,115,29,19.16,80,143.75,0,0,5,6,11,0
922943,First-class,13,18,2,504,132,31.5,719,70.09,1,3,68,4,8,0
922943,List A,53,31,11,548,56,27.4,695,78.84,0,4,34,12,16,0
922943,T20s,86,52,14,407,42,10.71,366,111.2,0,0,16,20,28,0
1072470,Tests,3,6,2,23,14,5.75,38,60.52,0,0,2,1,0,0
1072470,ODIs,18,7,5,42,19*,21,64,65.62,0,0,2,2,2,0
1072470,T20Is,10,1,1,0,0*,-,2,0,0,0,0,0,1,0
1072470,First-class,6,10,2,40,14,5,77,51.94,0,0,2,1,1,0
1072470,List A,23,9,6,45,19*,15,72,62.5,0,0,2,2,3,0
1072470,T20s,31,10,2,14,4,1.75,42,33.33,0,0,0,0,4,0
233901,Tests,15,30,0,793,125,26.43,1810,43.81,1,5,77,6,10,0
233901,ODIs,5,5,0,111,50,22.2,145,76.55,0,1,12,0,1,0
233901,First-class,112,193,10,6221,199,33.99,13660,45.54,10,32,738,18,70,0
233901,List A,92,90,15,4068,182*,54.24,4939,82.36,12,24,418,15,24,0
233901,T20s,35,35,1,768,103*,22.58,660,116.36,1,1,96,9,9,0
42657,Tests,35,60,6,1898,245,35.14,4155,45.67,3,8,239,17,18,0
42657,ODIs,287,258,40,7534,143,34.55,9199,81.9,9,44,603,113,98,0
42657,T20Is,111,104,30,2263,75,30.58,1824,124.06,0,7,186,61,50,0
42657,First-class,126,197,21,6559,245,37.26,,,17,30,,,67,0
42657,List A,405,357,60,11447,143,38.54,,,16,71,,,156,0
42657,T20s,345,324,87,8701,95*,36.71,6958,125.05,0,51,670,261,134,0
317273,Tests,16,30,2,1003,129,35.82,1520,65.98,1,6,117,17,12,0
317273,ODIs,121,110,17,3194,102*,34.34,3712,86.04,2,20,268,53,77,13
317273,T20Is,82,77,14,1690,94,26.82,1375,122.9,0,8,122,55,49,2
317273,First-class,95,165,11,6716,248,43.61,9084,73.93,15,37,865,94,85,0
317273,List A,207,192,24,5985,136*,35.62,6348,94.28,6,37,529,144,128,13
317273,T20s,254,236,50,5430,115*,29.19,4152,130.78,1,32,453,208,153,12
697279,ODIs,15,4,1,6,6,2,7,85.71,0,0,0,1,3,0
697279,T20Is,15,3,3,2,2*,-,3,66.66,0,0,0,0,1,0
697279,First-class,21,23,16,169,50*,24.14,316,53.48,0,1,16,6,6,0
697279,List A,40,18,9,45,12*,5,90,50,0,0,3,2,11,0
697279,T20s,65,11,9,9,3*,4.5,18,50,0,0,0,0,13,0
43590,Tests,27,41,5,306,39,8.5,727,42.09,0,0,32,5,5,0
43590,ODIs,86,61,14,675,54*,14.36,780,86.53,0,2,51,27,27,0
43590,T20Is,27,14,4,126,30*,12.6,107,117.75,0,0,9,5,5,0
43590,First-class,136,193,31,2675,84,16.51,,,0,10,,,41,0
43590,List A,177,116,37,1294,77,16.37,1553,83.32,0,4,,,57,0
43590,T20s,220,124,47,1083,53,14.06,847,127.86,0,1,87,40,65,0
533561,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
533561,First-class,57,88,17,842,62,11.85,1903,44.24,0,1,110,9,24,0
533561,List A,46,19,9,162,33*,16.2,203,79.8,0,0,15,3,12,0
533561,T20s,31,13,7,36,8,6,38,94.73,0,0,2,2,6,0
43685,Tests,35,52,6,508,38*,11.04,1130,44.95,0,0,58,7,19,0
43685,ODIs,25,13,6,127,32*,18.14,149,85.23,0,0,9,1,6,0
43685,T20Is,2,1,1,11,11*,-,7,157.14,0,0,1,0,4,0
43685,First-class,126,175,23,2419,71,15.91,,,0,6,,,66,0
43685,List A,90,55,23,705,66*,22.03,,,0,2,,,31,0
43685,T20s,104,53,13,372,28,9.3,370,100.54,0,0,28,8,35,0
43906,Tests,124,215,16,9282,311*,46.64,18573,49.97,28,41,1170,14,108,0
43906,ODIs,181,178,14,8113,159,49.46,9178,88.39,27,39,822,53,87,0
43906,T20Is,44,44,6,1277,97*,33.6,967,132.05,0,8,146,26,19,0
43906,First-class,237,396,31,17765,311*,48.67,,,52,88,,,185,0
43906,List A,243,237,16,9973,159,45.12,,,30,52,,,108,0
43906,T20s,154,153,14,4284,104*,30.82,3396,126.14,2,27,452,91,38,0
372116,Tests,36,59,7,1716,102*,33,3580,47.93,1,13,216,3,16,0
372116,ODIs,2,2,0,161,113,80.5,170,94.7,1,0,18,1,1,0
372116,First-class,138,230,29,7311,162,36.37,14157,51.64,12,40,921,30,73,0
372116,List A,85,72,8,2014,117*,31.46,2436,82.67,3,8,157,20,19,0
372116,T20s,61,53,10,1279,104,29.74,1009,126.75,1,5,112,26,27,0
381030,T20Is,2,2,0,15,13,7.5,15,100,0,0,2,0,0,0
381030,First-class,108,188,9,5547,135,30.98,10797,51.37,9,25,846,27,124,2
381030,List A,91,85,3,2416,143,29.46,3343,72.27,3,14,291,26,44,2
381030,T20s,68,59,4,1096,80,19.92,982,111.6,0,5,130,22,31,9
545467,ODIs,2,2,1,8,5,8,6,133.33,0,0,1,0,1,0
545467,T20Is,9,4,3,19,12*,19,28,67.85,0,0,1,0,3,0
545467,First-class,51,59,22,382,79*,10.32,1122,34.04,0,1,49,1,17,0
545467,List A,68,33,12,215,37*,10.23,277,77.61,0,0,21,4,20,0
545467,T20s,75,17,7,75,18,7.5,67,111.94,0,0,8,2,23,0
379143,Tests,40,66,5,2398,129*,39.31,3280,73.1,4,17,299,19,166,9
379143,ODIs,114,114,6,4855,178,44.95,5103,95.14,14,23,564,69,157,8
379143,T20Is,36,36,4,887,59,27.71,698,127.07,0,2,103,27,35,9
379143,First-class,69,116,9,4543,194,42.45,5835,77.85,10,31,568,57,260,14
379143,List A,155,153,7,6241,178,42.74,6506,95.92,18,29,701,102,195,14
379143,T20s,167,161,12,4936,126*,33.12,3631,135.94,4,27,527,186,111,28
44932,Tests,46,74,10,2103,166,32.85,4544,46.28,6,8,250,13,38,0
44932,ODIs,198,178,40,5103,150*,36.97,6039,84.5,4,27,346,75,81,0
44932,T20Is,81,75,25,1934,96*,38.68,1532,126.24,0,11,138,71,35,0
44932,First-class,108,174,27,6774,260*,46.08,13601,49.8,20,30,,,79,0
44932,List A,273,243,49,7464,150*,38.47,8890,83.95,5,50,,,106,0
44932,T20s,252,236,73,6106,99*,37.46,5002,122.07,0,41,446,206,104,0
44828,Tests,58,98,14,3608,137,42.95,7834,46.05,9,19,438,17,53,0
44828,ODIs,142,135,20,5407,185,47.01,6121,88.33,11,35,488,64,81,0
44828,T20Is,44,44,6,1363,119,35.86,1006,135.48,1,8,126,45,21,0
44828,First-class,138,228,26,8207,176,40.62,,,17,50,,,128,0
44828,List A,260,242,42,9372,185,46.86,10488,89.35,20,57,,,146,0
44828,T20s,204,188,20,4903,119,29.18,3866,126.82,1,29,440,142,100,0
230852,Tests,56,96,8,3412,199,38.77,7533,45.29,11,13,414,21,59,0
230852,ODIs,8,7,1,104,42,17.33,177,58.75,0,0,6,0,4,0
230852,First-class,195,339,26,13252,268,42.33,26889,49.28,40,49,1669,72,157,0
230852,List A,160,153,22,5517,137,42.11,6878,80.21,6,42,419,83,49,0
230852,T20s,66,61,15,1633,79*,35.5,1452,112.46,0,9,113,49,27,0
379927,ODIs,4,1,1,2,2*,-,8,25,0,0,0,0,1,0
379927,T20Is,10,3,1,18,12*,9,21,85.71,0,0,0,1,3,0
379927,First-class,83,92,29,599,68,9.5,1624,36.88,0,1,77,4,22,0
379927,List A,70,36,20,151,24,9.43,259,58.3,0,0,9,2,16,0
379927,T20s,64,10,5,27,12*,5.4,42,64.28,0,0,0,1,13,0
269280,ODIs,18,18,1,455,102,26.76,591,76.98,1,2,43,5,11,0
269280,T20Is,20,20,0,559,74,27.95,450,124.22,0,4,66,8,7,0
269280,First-class,125,224,15,6916,157,33.09,13252,52.18,14,33,989,44,127,0
269280,List A,160,152,11,5211,181,36.95,6057,86.03,12,29,550,68,66,0
269280,T20s,117,106,18,3190,108*,36.25,2559,124.65,3,22,298,74,46,0
40618,Tests,20,23,9,130,29*,9.28,235,55.31,0,0,18,1,8,0
40618,ODIs,106,36,16,157,29,7.85,225,69.77,0,0,21,1,25,0
40618,T20Is,38,4,3,19,9*,19,18,105.55,0,0,1,1,7,0
40618,First-class,194,246,62,2617,77*,14.22,,,0,4,,,82,0
40618,List A,235,77,26,476,41*,9.33,,,0,0,,,56,0
40618,T20s,249,45,25,200,23,10,186,107.52,0,0,15,8,58,0
436757,ODIs,14,13,2,251,59,22.81,291,86.25,0,1,26,6,16,3
436757,T20Is,9,9,2,156,69,22.28,107,145.79,0,1,8,11,8,0
436757,First-class,65,101,14,3946,201,45.35,6184,63.8,10,16,453,90,214,13
436757,List A,64,59,10,1620,127,33.06,1811,89.45,1,12,135,38,78,12
436757,T20s,69,63,19,1240,77*,28.18,896,138.39,0,6,79,54,36,16
267724,Tests,25,38,6,446,45,13.93,661,67.47,0,0,47,13,6,0
267724,ODIs,4,2,0,25,17,12.5,26,96.15,0,0,4,0,0,0
267724,First-class,119,168,26,2815,114*,19.82,4133,68.11,2,8,346,79,43,0
267724,List A,92,55,15,593,43*,14.82,648,91.51,0,0,48,19,32,0
267724,T20s,87,47,22,503,45*,20.12,404,124.5,0,0,47,16,24,0
605680,T20Is,2,2,0,35,33,17.5,37,94.59,0,0,3,2,2,0
605680,First-class,30,51,5,2507,208*,54.5,3823,65.57,9,8,361,17,28,0
605680,List A,40,40,4,1736,170*,48.22,1993,87.1,4,10,184,38,16,0
605680,T20s,36,36,2,1011,128*,29.73,771,131.12,2,3,122,26,24,0
600498,Tests,17,31,0,1358,152,43.8,2113,64.26,4,6,191,6,15,0
600498,ODIs,25,23,1,609,67*,27.68,718,84.81,0,2,70,9,9,0
600498,T20Is,2,2,0,18,15,9,17,105.88,0,0,1,1,1,0
600498,First-class,60,102,5,4217,182,43.47,6928,60.86,10,22,596,34,57,0
600498,List A,64,61,2,2624,183,44.47,2644,99.24,8,7,280,57,29,0
600498,T20s,41,37,6,955,82,30.8,776,123.06,0,8,92,25,12,0
321777,ODIs,126,110,31,3058,139,38.7,3054,100.13,5,12,227,83,59,0
321777,T20Is,70,61,18,1291,101*,30.02,920,140.32,1,2,91,56,49,1
321777,First-class,63,99,7,3342,177,36.32,5782,57.8,6,19,459,42,73,0
321777,List A,225,197,48,5983,139,40.15,6010,99.55,9,33,460,166,101,0
321777,T20s,291,264,81,6400,120*,34.97,4607,138.91,3,29,473,275,188,1
439952,Tests,4,7,0,173,69,24.71,362,47.79,0,1,25,0,5,0
439952,ODIs,41,27,4,467,62,20.3,465,100.43,0,1,36,15,8,0
439952,T20Is,23,13,4,133,55*,14.77,102,130.39,0,1,12,5,6,0
439952,First-class,58,86,10,2489,154,32.75,3556,69.99,4,11,310,43,50,0
439952,List A,104,70,19,1359,90*,26.64,1145,118.68,0,4,117,55,27,0
439952,T20s,171,107,46,1410,82*,23.11,927,152.1,0,3,99,72,67,0
698189,Tests,1,2,0,14,9,7,17,82.35,0,0,3,0,0,0
698189,ODIs,10,8,3,74,19*,14.8,89,83.14,0,0,11,0,4,0
698189,First-class,25,41,9,1220,146,38.12,2478,49.23,3,4,157,5,12,0
698189,List A,33,27,7,457,66,22.85,514,88.91,0,1,41,11,9,0
698189,T20s,30,24,8,331,63,20.68,261,126.81,0,3,29,8,5,0
542023,Tests,4,7,3,15,5,3.75,35,42.85,0,0,3,0,2,0
542023,ODIs,22,9,6,47,19*,15.66,66,71.21,0,0,4,2,6,0
542023,T20Is,7,2,1,6,4,6,9,66.66,0,0,0,0,1,0
542023,First-class,13,15,8,36,12*,5.14,85,42.35,0,0,5,0,7,0
542023,List A,45,18,12,83,19*,13.83,108,76.85,0,0,8,2,10,0
542023,T20s,50,4,3,8,4,8,10,80,0,0,0,0,10,0
481979,ODIs,4,1,0,8,8,8,18,44.44,0,0,0,0,2,0
481979,First-class,47,59,15,693,79*,15.75,1354,51.18,0,4,79,12,9,0
481979,List A,33,15,3,104,17,8.66,181,57.45,0,0,8,0,9,0
