lost match,1,0,1,0,0,0.000,169,10,252,16.90,4.02,,58657
,58657
won fielding first,1,1,0,0,0,-,170,8,244,21.25,4.18,,58657
lost batting first,1,0,1,0,0,0.000,169,10,252,16.90,4.02,,58657
overall,5,5,5,0,0,1.000,2445,64,2800,38.20,5.23,Profile,58658
Bermuda,2,1,1,0,0,1.000,463,15,573,30.86,4.84,,58658
Canada,2,0,2,0,0,0.000,469,19,564,24.68,4.98,,58658
Ireland,1,0,1,0,0,0.000,284,4,300,71.00,5.68,,58658
Kenya,1,1,0,0,0,-,286,9,294,31.77,5.83,,58658
Netherlands,2,2,0,0,0,-,399,4,469,99.75,5.10,,58658
Scotland,2,1,1,0,0,1.000,544,13,600,41.84,5.44,,58658
,58658
home,1,1,0,0,0,-,286,9,294,31.77,5.83,,58658
away,1,0,1,0,0,0.000,284,4,300,71.00,5.68,,58658
neutral,4,4,4,0,0,1.000,1875,51,2206,36.76,5.09,,58658
,58658
2000s,5,5,5,0,0,1.000,2445,64,2800,38.20,5.23,,58658
,58658
won the toss,5,2,3,0,0,0.666,1221,39,1417,31.30,5.17,,58658
lost the toss,5,3,2,0,0,1.500,1224,25,1383,48.96,5.31,,58658
,58658
won toss & batted,2,0,2,0,0,0.000,468,19,564,24.63,4.97,,58658
won toss & fielded,3,2,1,0,0,2.000,753,20,853,37.65,5.29,,58658
lost toss & sent in,3,1,2,0,0,0.500,754,18,879,41.88,5.14,,58658
lost toss & fielded,2,2,0,0,0,-,470,7,504,67.14,5.59,,58658
,58658
matches batting first,5,1,4,0,0,0.250,1222,37,1443,33.02,5.08,,58658
matches fielding first,5,4,1,0,0,4.000,1223,27,1357,45.29,5.40,,58658
,58658
1st match innings,5,1,4,0,0,0.250,1222,37,1443,33.02,5.08,,58658
2nd match innings,5,4,1,0,0,4.000,1223,27,1357,45.29,5.40,,58658
,58658
won match,5,5,0,0,0,-,1230,22,1357,55.90,5.43,,58658
lost match,5,0,5,0,0,0.000,1215,42,1443,28.92,5.05,,58658
,58658
won batting first,1,1,0,0,0,-,276,4,300,69.00,5.52,,58658
won fielding first,4,4,0,0,0,-,954,18,1057,53.00,5.41,,58658
lost batting first,4,0,4,0,0,0.000,946,33,1143,28.66,4.96,,58658
lost fielding first,1,0,1,0,0,0.000,269,9,300,29.88,5.38,,58658
overall,1,1,1,0,0,1.000,516,14,597,36.85,5.18,Profile,58659
Kenya,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
West Indies,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
,58659
home,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
away,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
,58659
2000s,1,1,1,0,0,1.000,516,14,597,36.85,5.18,,58659
,58659
won the toss,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
lost the toss,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
,58659
won toss & fielded,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
lost toss & sent in,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
,58659
matches batting first,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
matches fielding first,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
,58659
1st match innings,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
2nd match innings,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
,58659
won match,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
lost match,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
,58659
won batting first,1,1,0,0,0,-,311,4,300,77.75,6.22,,58659
lost fielding first,1,0,1,0,0,0.000,205,10,297,20.50,4.14,,58659
,58659
1st match in series,1,1,1,0,0,1.000,516,14,597,36.85,5.18,,58659
overall,1,1,1,0,0,1.000,307,17,474,18.05,3.88,Profile,58678
Namibia,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
Oman,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
home,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
away,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
2010s,1,1,1,0,0,1.000,307,17,474,18.05,3.88,,58678
,58678
won the toss,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
lost the toss,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
won toss & batted,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
lost toss & fielded,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
matches batting first,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
matches fielding first,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
1st match innings,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
2nd match innings,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
won match,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
lost match,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
,58678
won batting first,1,1,0,0,0,-,226,7,300,32.28,4.52,,58678
lost fielding first,1,0,1,0,0,0.000,81,10,174,8.10,2.79,,58678
overall,2,2,2,0,0,1.000,994,24,1134,41.41,5.25,Profile,58693
Netherlands,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
Zimbabwe,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
,58693
home,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
away,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
,58693
2010s,2,2,2,0,0,1.000,994,24,1134,41.41,5.25,,58693
,58693
won the toss,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
lost the toss,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
,58693
won toss & batted,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
lost toss & fielded,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
,58693
matches batting first,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
matches fielding first,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
,58693
1st match innings,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
2nd match innings,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
,58693
won match,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
lost match,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
,58693
won fielding first,2,2,0,0,0,-,499,10,552,49.90,5.42,,58693
lost batting first,2,0,2,0,0,0.000,495,14,582,35.35,5.10,,58693
,58693
1st match in series,1,1,1,0,0,1.000,413,11,538,37.54,4.60,,58693
2nd match in series,1,1,1,0,0,1.000,581,13,596,44.69,5.84,,58693
overall,2,2,2,0,0,1.000,691,31,1083,22.29,3.82,Profile,58728
Canada,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
Kenya,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
,58728
neutral,2,2,2,0,0,1.000,691,31,1083,22.29,3.82,,58728
,58728
2010s,2,2,2,0,0,1.000,691,31,1083,22.29,3.82,,58728
,58728
won the toss,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
lost the toss,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
,58728
won toss & fielded,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
lost toss & sent in,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
,58728
matches batting first,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
matches fielding first,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
,58728
1st match innings,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
2nd match innings,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
,58728
won match,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
lost match,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
,58728
won fielding first,2,2,0,0,0,-,348,11,511,31.63,4.08,,58728
lost batting first,2,0,2,0,0,0.000,343,20,572,17.15,3.59,,58728
overall,2,2,2,0,0,1.000,1060,26,1114,40.76,5.70,Profile,58847
Kenya,1,1,0,0,0,-,266,6,214,44.33,7.45,,58847
Netherlands,1,0,1,0,0,0.000,265,6,300,44.16,5.30,,58847
Scotland,1,1,0,0,0,-,285,5,300,57.00,5.70,,58847
U.A.E.,1,0,1,0,0,0.000,244,9,300,27.11,4.88,,58847
,58847
neutral,2,2,2,0,0,1.000,1060,26,1114,40.76,5.70,,58847
,58847
2010s,2,2,2,0,0,1.000,1060,26,1114,40.76,5.70,,58847
,58847
won the toss,2,2,0,0,0,-,551,11,514,50.09,6.43,,58847
lost the toss,2,0,2,0,0,0.000,509,15,600,33.93,5.09,,58847
,58847
won toss & batted,1,1,0,0,0,-,285,5,300,57.00,5.70,,58847
won toss & fielded,1,1,0,0,0,-,266,6,214,44.33,7.45,,58847
lost toss & sent in,1,0,1,0,0,0.000,265,6,300,44.16,5.30,,58847
lost toss & fielded,1,0,1,0,0,0.000,244,9,300,27.11,4.88,,58847
,58847
matches batting first,2,1,1,0,0,1.000,550,11,600,50.00,5.50,,58847
matches fielding first,2,1,1,0,0,1.000,510,15,514,34.00,5.95,,58847
,58847
1st match innings,2,1,1,0,0,1.000,550,11,600,50.00,5.50,,58847
2nd match innings,2,1,1,0,0,1.000,510,15,514,34.00,5.95,,58847
,58847
won match,2,2,0,0,0,-,551,11,514,50.09,6.43,,58847
lost match,2,0,2,0,0,0.000,509,15,600,33.93,5.09,,58847
,58847
won batting first,1,1,0,0,0,-,285,5,300,57.00,5.70,,58847
won fielding first,1,1,0,0,0,-,266,6,214,44.33,7.45,,58847
lost batting first,1,0,1,0,0,0.000,265,6,300,44.16,5.30,,58847
lost fielding first,1,0,1,0,0,0.000,244,9,300,27.11,4.88,,58847
,58847
World Cup Qualifier,2,2,2,0,0,1.000,1060,26,1114,40.76,5.70,,58847
,58847
tournament finals,1,1,1,0,0,1.000,529,14,600,37.78,5.29,,58847
preliminary matches,1,1,1,0,0,1.000,531,12,514,44.25,6.19,,58847
overall,1,1,1,0,0,1.000,625,11,596,56.81,6.29,Profile,58865
Sri Lanka,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
Zimbabwe,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
,58865
neutral,1,1,1,0,0,1.000,625,11,596,56.81,6.29,,58865
,58865
1990s,1,1,1,0,0,1.000,625,11,596,56.81,6.29,,58865
,58865
won the toss,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
lost the toss,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
,58865
won toss & fielded,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
lost toss & sent in,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
,58865
matches batting first,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
matches fielding first,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
,58865
1st match innings,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
2nd match innings,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
,58865
won match,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
lost match,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
,58865
won fielding first,1,1,0,0,0,-,313,7,296,44.71,6.34,,58865
lost batting first,1,0,1,0,0,0.000,312,4,300,78.00,6.24,,58865
,58865
World Cup,1,1,1,0,0,1.000,625,11,596,56.81,6.29,,58865
overall,1,1,1,0,0,1.000,476,16,595,29.75,4.80,Profile,58996
Pakistan,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
Zimbabwe,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
,58996
home,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
away,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
,58996
1990s,1,1,1,0,0,1.000,476,16,595,29.75,4.80,,58996
,58996
won the toss,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
lost the toss,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
,58996
won toss & batted,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
lost toss & fielded,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
,58996
matches batting first,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
matches fielding first,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
,58996
1st match innings,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
2nd match innings,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
,58996
won match,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
lost match,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
,58996
won fielding first,1,1,0,0,0,-,239,7,295,34.14,4.86,,58996
lost batting first,1,0,1,0,0,0.000,237,9,300,26.33,4.74,,58996
,58996
1st match in series,1,1,1,0,0,1.000,476,16,595,29.75,4.80,,58996
overall,2,2,2,0,0,1.000,808,22,1026,36.72,4.72,Profile,59011
England,1,1,0,0,0,-,212,7,280,30.28,4.54,,59011
India,1,0,1,0,0,0.000,183,2,226,91.50,4.85,,59011
Pakistan,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
,59011
home,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
away,2,1,1,0,0,1.000,395,9,506,43.88,4.68,,59011
,59011
1970s,2,2,2,0,0,1.000,808,22,1026,36.72,4.72,,59011
,59011
won the toss,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
lost the toss,2,1,1,0,0,1.000,395,9,506,43.88,4.68,,59011
,59011
won toss & batted,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
lost toss & fielded,2,1,1,0,0,1.000,395,9,506,43.88,4.68,,59011
,59011
matches batting first,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
matches fielding first,2,1,1,0,0,1.000,395,9,506,43.88,4.68,,59011
,59011
1st match innings,2,1,1,0,0,1.000,413,13,520,31.76,4.76,,59011
2nd match innings,2,1,1,0,0,1.000,395,9,506,43.88,4.68,,59011
,59011
won match,2,2,0,0,0,-,417,14,520,29.78,4.81,,59011
lost match,2,0,2,0,0,0.000,391,8,506,48.87,4.63,,59011
,59011
won batting first,1,1,0,0,0,-,205,7,240,29.28,5.12,,59011
won fielding first,1,1,0,0,0,-,212,7,280,30.28,4.54,,59011
lost batting first,1,0,1,0,0,0.000,208,6,280,34.66,4.45,,59011
lost fielding first,1,0,1,0,0,0.000,183,2,226,91.50,4.85,,59011
,59011
1st match in series,1,1,1,0,0,1.000,420,13,560,32.30,4.50,,59011
3rd match in series,1,1,1,0,0,1.000,388,9,466,43.11,4.99,,59011
overall,1,1,1,0,0,1.000,312,8,461,39.00,4.06,Profile,59014
Pakistan,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
Sri Lanka,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
home,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
away,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
1990s,1,1,1,0,0,1.000,312,8,461,39.00,4.06,,59014
,59014
won the toss,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
lost the toss,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
won toss & fielded,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
lost toss & sent in,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
matches batting first,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
matches fielding first,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
,59014
1st match innings,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
2nd match innings,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
,59014
won match,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
lost match,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
won fielding first,1,1,0,0,0,-,157,2,221,78.50,4.26,,59014
lost batting first,1,0,1,0,0,0.000,155,6,240,25.83,3.87,,59014
,59014
1st match in series,1,1,1,0,0,1.000,312,8,461,39.00,4.06,,59014
overall,2,2,2,0,0,1.000,691,22,869,31.40,4.77,Profile,59151
Bangladesh,1,0,1,0,0,0.000,124,10,187,12.40,3.97,,59151
India,1,1,0,0,0,-,311,2,300,155.50,6.22,,59151
Namibia,1,0,1,0,0,0.000,130,10,255,13.00,3.05,,59151
Sri Lanka,1,1,0,0,0,-,126,0,127,-,5.95,,59151
,59151
neutral,2,2,2,0,0,1.000,691,22,869,31.40,4.77,,59151
,59151
2000s,2,2,2,0,0,1.000,691,22,869,31.40,4.77,,59151
,59151
won the toss,2,1,1,0,0,1.000,256,10,382,25.60,4.02,,59151
lost the toss,2,1,1,0,0,1.000,435,12,487,36.25,5.35,,59151
,59151
won toss & fielded,2,1,1,0,0,1.000,256,10,382,25.60,4.02,,59151
lost toss & sent in,2,1,1,0,0,1.000,435,12,487,36.25,5.35,,59151
,59151
matches batting first,2,1,1,0,0,1.000,435,12,487,36.25,5.35,,59151
matches fielding first,2,1,1,0,0,1.000,256,10,382,25.60,4.02,,59151
,59151
1st match innings,2,1,1,0,0,1.000,435,12,487,36.25,5.35,,59151
2nd match innings,2,1,1,0,0,1.000,256,10,382,25.60,4.02,,59151
,59151
won match,2,2,0,0,0,-,437,2,427,218.50,6.14,,59151
lost match,2,0,2,0,0,0.000,254,20,442,12.70,3.44,,59151
,59151
won batting first,1,1,0,0,0,-,311,2,300,155.50,6.22,,59151
won fielding first,1,1,0,0,0,-,126,0,127,-,5.95,,59151
lost batting first,1,0,1,0,0,0.000,124,10,187,12.40,3.97,,59151
lost fielding first,1,0,1,0,0,0.000,130,10,255,13.00,3.05,,59151
,59151
World Cup,2,2,2,0,0,1.000,691,22,869,31.40,4.77,,59151
overall,9,8,8,0,1,1.000,3305,124,3851,26.65,5.14,Profile,59387
India,4,1,2,0,1,0.500,802,26,890,30.84,5.40,,59387
New Zealand,2,0,2,0,0,0.000,337,20,434,16.85,4.65,,59387
Pakistan,3,2,1,0,0,2.000,539,25,619,21.56,5.22,,59387
South Africa,3,2,1,0,0,2.000,555,19,706,29.21,4.71,,59387
West Indies,4,3,0,0,1,-,698,17,728,41.05,5.75,,59387
Zimbabwe,2,0,2,0,0,0.000,374,17,474,22.00,4.73,,59387
,59387
neutral,9,8,8,0,1,1.000,3305,124,3851,26.65,5.14,,59387
,59387
1990s,5,4,4,0,1,1.000,1874,60,2092,31.23,5.37,,59387
2000s,4,4,4,0,0,1.000,1431,64,1759,22.35,4.88,,59387
,59387
won the toss,9,4,4,0,1,1.000,1735,72,2114,24.09,4.92,,59387
lost the toss,9,4,4,0,1,1.000,1570,52,1737,30.19,5.42,,59387
,59387
won toss & batted,6,3,2,0,1,1.500,1171,48,1506,24.39,4.66,,59387
won toss & fielded,3,1,2,0,0,0.500,564,24,608,23.50,5.56,,59387
lost toss & sent in,3,2,1,0,0,2.000,690,18,630,38.33,6.57,,59387
lost toss & fielded,6,2,3,0,1,0.666,880,34,1107,25.88,4.76,,59387
,59387
matches batting first,9,5,3,0,1,1.666,1861,66,2136,28.19,5.22,,59387
matches fielding first,9,3,5,0,1,0.600,1444,58,1715,24.89,5.05,,59387
,59387
1st match innings,9,5,3,0,1,1.666,1861,66,2136,28.19,5.22,,59387
2nd match innings,8,3,5,0,0,0.600,1444,58,1715,24.89,5.05,,59387
,59387
won match,8,8,0,0,0,-,1717,47,1772,36.53,5.81,,59387
lost match,8,0,8,0,0,0.000,1439,71,1849,20.26,4.66,,59387
no result,1,0,0,0,1,0.000,149,6,230,24.83,3.88,,59387
,59387
won batting first,5,5,0,0,0,-,1056,35,1020,30.17,6.21,,59387
won fielding first,3,3,0,0,0,-,661,12,752,55.08,5.27,,59387
lost batting first,3,0,3,0,0,0.000,656,25,886,26.24,4.44,,59387
lost fielding first,5,0,5,0,0,0.000,783,46,963,17.02,4.87,,59387
no result batting first,1,0,0,0,1,0.000,149,6,230,24.83,3.88,,59387
no result fielding first,1,0,0,0,1,0.000,0,0,0,-,-,,59387
,59387
tournament finals,3,2,2,0,1,1.000,976,35,1195,27.88,4.90,,59387
preliminary matches,6,6,6,0,0,1.000,2329,89,2656,26.16,5.26,,59387
overall,5,4,4,0,1,1.000,1907,72,2160,26.48,5.29,Profile,59389
India,2,1,1,0,0,1.000,425,18,557,23.61,4.57,,59389
Pakistan,4,2,1,0,1,2.000,774,25,817,30.96,5.68,,59389
Sri Lanka,4,1,2,0,1,0.500,708,29,786,24.41,5.40,,59389
,59389
neutral,5,4,4,0,1,1.000,1907,72,2160,26.48,5.29,,59389
,59389
1990s,5,4,4,0,1,1.000,1907,72,2160,26.48,5.29,,59389
,59389
won the toss,5,2,2,0,1,1.000,876,32,937,27.37,5.60,,59389
lost the toss,5,2,2,0,1,1.000,1031,40,1223,25.77,5.05,,59389
,59389
won toss & batted,1,1,0,0,0,-,199,10,274,19.90,4.35,,59389
won toss & fielded,4,1,2,0,1,0.500,677,22,663,30.77,6.12,,59389
lost toss & sent in,4,2,1,0,1,2.000,844,30,934,28.13,5.42,,59389
lost toss & fielded,1,0,1,0,0,0.000,187,10,289,18.70,3.88,,59389
,59389
matches batting first,5,3,1,0,1,3.000,1043,40,1208,26.07,5.18,,59389
matches fielding first,5,1,3,0,1,0.333,864,32,952,27.00,5.44,,59389
,59389
1st match innings,5,3,1,0,1,3.000,1043,40,1208,26.07,5.18,,59389
2nd match innings,4,1,3,0,0,0.333,864,32,952,27.00,5.44,,59389
,59389
won match,4,4,0,0,0,-,953,31,1033,30.74,5.53,,59389
lost match,4,0,4,0,0,0.000,900,38,1067,23.68,5.06,,59389
no result,1,0,0,0,1,0.000,54,3,60,18.00,5.40,,59389
,59389
won batting first,3,3,0,0,0,-,763,29,865,26.31,5.29,,59389
won fielding first,1,1,0,0,0,-,190,2,168,95.00,6.78,,59389
lost batting first,1,0,1,0,0,0.000,226,8,283,28.25,4.79,,59389
lost fielding first,3,0,3,0,0,0.000,674,30,784,22.46,5.15,,59389
no result batting first,1,0,0,0,1,0.000,54,3,60,18.00,5.40,,59389
no result fielding first,1,0,0,0,1,0.000,0,0,0,-,-,,59389
,59389
tournament finals,1,1,1,0,0,1.000,387,20,488,19.35,4.75,,59389
preliminary matches,4,3,3,0,1,1.000,1520,52,1672,29.23,5.45,,59389
overall,4,4,4,0,0,1.000,1978,61,2268,32.42,5.23,Profile,59480
Bangladesh,2,2,0,0,0,-,522,16,594,32.62,5.27,,59480
South Africa,2,2,0,0,0,-,528,13,584,40.61,5.42,,59480
West Indies,4,0,4,0,0,0.000,928,32,1090,29.00,5.10,,59480
,59480
home,4,0,4,0,0,0.000,928,32,1090,29.00,5.10,,59480
away,4,4,0,0,0,-,1050,29,1178,36.20,5.34,,59480
,59480
2000s,2,2,2,0,0,1.000,990,32,1156,30.93,5.13,,59480
2010s,2,2,2,0,0,1.000,988,29,1112,34.06,5.33,,59480
,59480
won the toss,4,1,3,0,0,0.333,995,32,1146,31.09,5.20,,59480
lost the toss,4,3,1,0,0,3.000,983,29,1122,33.89,5.25,,59480
,59480
won toss & batted,3,1,2,0,0,0.500,801,22,884,36.40,5.43,,59480
won toss & fielded,1,0,1,0,0,0.000,194,10,262,19.40,4.44,,59480
lost toss & sent in,1,1,0,0,0,-,246,9,300,27.33,4.92,,59480
lost toss & fielded,3,2,1,0,0,2.000,737,20,822,36.85,5.37,,59480
,59480
matches batting first,4,2,2,0,0,1.000,1047,31,1184,33.77,5.30,,59480
matches fielding first,4,2,2,0,0,1.000,931,30,1084,31.03,5.15,,59480
,59480
1st match innings,4,2,2,0,0,1.000,1047,31,1184,33.77,5.30,,59480
2nd match innings,4,2,2,0,0,1.000,931,30,1084,31.03,5.15,,59480
,59480
won match,4,4,0,0,0,-,1050,29,1178,36.20,5.34,,59480
lost match,4,0,4,0,0,0.000,928,32,1090,29.00,5.10,,59480
,59480
won batting first,2,2,0,0,0,-,470,19,584,24.73,4.82,,59480
won fielding first,2,2,0,0,0,-,580,10,594,58.00,5.85,,59480
lost batting first,2,0,2,0,0,0.000,577,12,600,48.08,5.77,,59480
lost fielding first,2,0,2,0,0,0.000,351,20,490,17.55,4.29,,59480
,59480
1st match in series,1,1,1,0,0,1.000,440,19,562,23.15,4.69,,59480
2nd match in series,1,1,1,0,0,1.000,550,13,594,42.30,5.55,,59480
3rd match in series,1,1,1,0,0,1.000,381,20,512,19.05,4.46,,59480
4th match in series,1,1,1,0,0,1.000,607,9,600,67.44,6.07,,59480
overall,1,1,1,0,0,1.000,333,13,510,25.61,3.91,Profile,59492
India,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
West Indies,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
,59492
home,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
away,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
,59492
1980s,1,1,1,0,0,1.000,333,13,510,25.61,3.91,,59492
,59492
won the toss,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
lost the toss,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
,59492
won toss & fielded,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
lost toss & sent in,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
,59492
matches batting first,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
matches fielding first,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
,59492
1st match innings,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
2nd match innings,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
,59492
won match,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
lost match,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
,59492
won fielding first,1,1,0,0,0,-,167,3,242,55.66,4.14,,59492
lost batting first,1,0,1,0,0,0.000,166,10,268,16.60,3.71,,59492
,59492
3rd match in series,1,1,1,0,0,1.000,333,13,510,25.61,3.91,,59492
overall,5,5,5,0,0,1.000,2156,75,2522,28.74,5.12,Profile,59547
Afghanistan,1,1,0,0,0,-,178,5,207,35.60,5.15,,59547
Hong Kong,1,0,1,0,0,0.000,142,10,212,14.20,4.01,,59547
Ireland,1,1,0,0,0,-,313,6,264,52.16,7.11,,59547
P.N.G.,2,1,1,0,0,1.000,400,20,546,20.00,4.39,,59547
U.A.E.,3,0,3,0,0,0.000,565,26,735,21.73,4.61,,59547
West Indies,2,2,0,0,0,-,558,8,558,69.75,6.00,,59547
,59547
neutral,5,5,5,0,0,1.000,2156,75,2522,28.74,5.12,,59547
,59547
2010s,5,5,5,0,0,1.000,2156,75,2522,28.74,5.12,,59547
,59547
won the toss,5,2,3,0,0,0.666,1025,44,1281,23.29,4.80,,59547
lost the toss,5,3,2,0,0,1.500,1131,31,1241,36.48,5.46,,59547
,59547
won toss & batted,4,2,2,0,0,1.000,934,34,1104,27.47,5.07,,59547
won toss & fielded,1,0,1,0,0,0.000,91,10,177,9.10,3.08,,59547
lost toss & sent in,1,1,0,0,0,-,313,6,264,52.16,7.11,,59547
lost toss & fielded,4,2,2,0,0,1.000,818,25,977,32.72,5.02,,59547
,59547
matches batting first,5,3,2,0,0,1.500,1247,40,1368,31.17,5.46,,59547
matches fielding first,5,2,3,0,0,0.666,909,35,1154,25.97,4.72,,59547
,59547
1st match innings,5,3,2,0,0,1.500,1247,40,1368,31.17,5.46,,59547
2nd match innings,5,2,3,0,0,0.666,909,35,1154,25.97,4.72,,59547
,59547
won match,5,5,0,0,0,-,1249,29,1319,43.06,5.68,,59547
lost match,5,0,5,0,0,0.000,907,46,1203,19.71,4.52,,59547
,59547
won batting first,3,3,0,0,0,-,870,20,854,43.50,6.11,,59547
won fielding first,2,2,0,0,0,-,379,9,465,42.11,4.89,,59547
